time,value
5798,22
5799,21
5800,22
5801,22
5802,21
5803,21
5804,20
5805,20
5806,20
5807,21
5808,21
5809,21
5810,21
5811,21
5812,21
5813,21
5814,21
5815,20
5816,20
5817,21
5818,21
5819,21
5820,21
5821,21
5822,21
5823,21
5824,20
5825,20
5826,19
5827,19
5828,18
5829,18
5830,17
5831,17
5832,17
5833,16
5834,16
5835,16
5836,15
5837,15
5838,15
5839,14
5840,14
5841,14
5842,14
5843,13
5844,13
5845,13
5846,13
5847,13
5848,13
5849,12
5850,12
5851,12
5852,12
5853,12
5854,12
5855,12
5856,11
5857,11
5858,11
5859,11
5860,11
5861,11
5862,11
5863,11
5864,11
5865,11
5866,10
5867,10
5868,10
5869,10
5870,10
5871,10
5872,10
5873,10
5874,10
5875,10
5876,10
5877,10
5878,9
5879,9
5880,9
5881,9
5882,9
5883,9
5884,9
5885,9
5886,9
5887,9
5888,9
5889,9
5890,9
5891,9
5892,9
5893,9
5894,9
5895,9
5896,9
5897,8
5898,8
5899,8
5900,8
5901,8
5902,8
5903,8
5904,8
5905,8
5906,8
5907,8
5908,8
5909,8
5910,8
5911,8
5912,8
5913,8
5914,8
5915,8
5916,8
5917,8
5918,8
5919,8
5920,8
5921,8
5922,8
5923,8
5924,8
5925,8
5926,8
5927,8
5928,8
5929,8
5930,8
5931,8
5932,8
5933,8
5934,8
5935,8
5936,8
5937,7
5938,7
5939,7
5940,7
5941,7
5942,7
5943,7
5944,7
5945,7
5946,7
5947,7
5948,7
5949,7
5950,7
5951,7
5952,7
5953,7
5954,7
5955,7
5956,6
5957,6
5958,6
5959,6
5960,6
5961,6
5962,6
5963,6
5964,6
5965,6
5966,6
5967,6
5968,6
5969,6
5970,6
5971,6
5972,6
5973,6
5974,6
5975,6
5976,6
5977,6
5978,6
5979,6
5980,6
5981,6
5982,6
5983,6
5984,6
5985,6
5986,5
5987,5
5988,5
5989,5
5990,5
5991,5
5992,5
5993,5
5994,5
5995,5
5996,5
5997,5
5998,5
5999,5
6000,5
6001,5
6002,5
6003,5
6004,5
6005,5
6006,5
6007,5
6008,5
6009,5
6010,5
6011,5
6012,5
6013,5
6014,5
6015,5
6016,5
6017,5
6018,5
6019,5
6020,5
6021,5
6022,5
6023,5
6024,5
6025,6
6026,6
6027,6
6028,6
6029,7
6030,7
6031,7
6032,8
6033,8
6034,9
6035,10
6036,11
6037,11
6038,12
6039,13
6040,14
6041,15
6042,15
6043,16
6044,17
6045,17
6046,18
6047,18
6048,18
6049,18
6050,18
6051,18
6052,18
6053,18
6054,18
6055,18
6056,19
6057,19
6058,19
6059,19
6060,20
6061,20
6062,20
6063,19
6064,19
6065,19
6066,19
6067,20
6068,21
6069,21
6070,21
6071,21
6072,21
6073,21
6074,22
6075,22
6076,22
6077,22
6078,20
6079,19
6080,19
6081,19
6082,20
6083,20
6084,21
6085,21
6086,21
6087,21
6088,21
6089,22
6090,22
6091,23
6092,23
6093,23
6094,22
6095,22
6096,22
6097,22
6098,22
6099,22
6100,22
6101,22
6102,22
6103,22
6104,22
6105,22
6106,21
6107,21
6108,21
6109,21
6110,20
6111,20
6112,20
6113,19
6114,19
6115,18
6116,18
6117,18
6118,17
6119,17
6120,16
6121,16
6122,16
6123,15
6124,15
6125,15
6126,15
6127,14
6128,14
6129,14
6130,13
6131,13
6132,13
6133,13
6134,13
6135,12
6136,12
6137,12
6138,12
6139,12
6140,12
6141,11
6142,11
6143,11
6144,11
6145,11
6146,11
6147,11
6148,11
6149,11
6150,10
6151,10
6152,10
6153,10
6154,10
6155,10
6156,10
6157,10
6158,10
6159,10
6160,10
6161,10
6162,9
6163,9
6164,9
6165,9
6166,9
6167,9
6168,9
6169,9
6170,9
6171,9
6172,9
6173,9
6174,9
6175,9
6176,9
6177,9
6178,8
6179,8
6180,8
6181,8
6182,8
6183,8
6184,8
6185,8
6186,8
6187,8
6188,8
6189,8
6190,8
6191,8
6192,8
6193,8
6194,8
6195,8
6196,8
6197,8
6198,7
6199,7
6200,7
6201,7
6202,7
6203,7
6204,7
6205,7
6206,7
6207,7
6208,7
6209,7
6210,7
6211,7
6212,7
6213,8
6214,7
6215,11
6216,11
6217,11
6218,11
6219,10
6220,10
6221,10
6222,10
6223,9
6224,9
6225,9
6226,8
6227,8
6228,8
6229,8
6230,8
6231,7
6232,7
6233,7
6234,7
6235,7
6236,7
6237,7
6238,7
6239,7
6240,7
6241,7
6242,7
6243,7
6244,7
6245,7
6246,7
6247,7
6248,7
6249,7
6250,7
6251,7
6252,6
6253,6
6254,6
6255,6
6256,6
6257,6
6258,6
6259,6
6260,6
6261,6
6262,6
6263,6
6264,6
6265,6
6266,6
6267,6
6268,6
6269,6
6270,6
6271,6
6272,6
6273,6
6274,6
6275,6
6276,6
6277,6
6278,6
6279,6
6280,6
6281,6
6282,6
6283,6
6284,6
6285,6
6286,6
6287,6
6288,6
6289,6
6290,5
6291,5
6292,5
6293,5
6294,5
6295,5
6296,5
6297,5
6298,5
6299,5
6300,5
6301,5
6302,5
6303,5
6304,5
6305,5
6306,5
6307,5
6308,5
6309,5
6310,4
6311,4
6312,4
6313,4
6314,4
6315,4
6316,4
6317,4
6318,4
6319,4
6320,4
6321,4
6322,4
6323,4
6324,4
6325,4
6326,4
6327,4
6328,4
6329,4
6330,4
6331,4
6332,4
6333,3
6334,3
6335,3
6336,3
6337,3
6338,3
6339,3
6340,3
6341,3
6342,3
6343,3
6344,3
6345,3
6346,3
6347,3
6348,3
6349,3
6350,3
6351,3
6352,3
6353,3
6354,3
6355,3
6356,3
6357,3
6358,3
6359,2
6360,2
6361,2
6362,2
6363,2
6364,2
6365,2
6366,2
6367,2
6368,2
6369,2
6370,2
6371,2
6372,2
6373,2
6374,2
6375,2
6376,2
6377,2
6378,2
6379,2
6380,2
6381,2
6382,2
6383,2
6384,2
6385,2
6386,2
6387,2
6388,1
6389,1
6390,1
6391,1
6392,1
6393,1
6394,1
6395,1
6396,1
6397,1
6398,1
6399,1
6400,1
6401,1
6402,1
6403,1
6404,1
6405,1
6406,1
6407,1
6408,1
6409,1
6410,1
6411,2
6412,2
6413,2
6414,2
6415,2
6416,2
6417,2
6418,2
6419,2
6420,2
6421,2
6422,2
6423,2
6424,2
6425,3
6426,3
6427,4
6428,4
6429,4
6430,5
6431,5
6432,5
6433,6
6434,6
6435,7
6436,7
6437,7
6438,8
6439,8
6440,8
6441,9
6442,9
6443,9
6444,9
6445,10
6446,10
6447,9
6448,9
6449,10
6450,10
6451,10
6452,11
6453,11
6454,11
6455,11
6456,11
6457,12
6458,12
6459,12
6460,12
6461,12
6462,12
6463,12
6464,11
6465,10
6466,9
6467,9
6468,9
6469,8
6470,8
6471,8
6472,8
6473,8
6474,7
6475,5
6476,6
6477,7
6478,9
6479,10
6480,11
6481,12
6482,12
6483,13
6484,13
6485,13
6486,13
6487,13
6488,13
6489,14
6490,14
6491,14
6492,15
6493,15
6494,16
6495,16
6496,16
6497,17
6498,17
6499,18
6500,18
6501,19
6502,19
6503,20
6504,21
6505,22
6506,22
6507,22
6508,23
6509,23
6510,23
6511,23
6512,23
6513,22
6514,23
6515,23
6516,23
6517,23
6518,24
6519,24
6520,25
6521,26
6522,27
6523,27
6524,27
6525,27
6526,28
6527,27
6528,27
6529,27
6530,27
6531,26
6532,26
6533,25
6534,25
6535,25
6536,24
6537,24
6538,24
6539,23
6540,23
6541,23
6542,22
6543,22
6544,21
6545,21
6546,21
6547,20
6548,18
6549,17
6550,17
6551,16
6552,16
6553,6
6554,6
6555,6
6556,6
6557,6
6558,6
6559,6
6560,6
6561,6
6562,6
6563,6
6564,6
6565,6
6566,6
6567,6
6568,6
6569,6
6570,6
6571,6
6572,6
6573,6
6574,6
6575,6
6576,6
6577,7
6578,7
6579,7
6580,7
6581,7
6582,7
6583,7
6584,7
6585,7
6586,7
6587,7
6588,7
6589,7
6590,7
6591,7
6592,7
6593,7
6594,7
6595,8
6596,7
6597,8
6598,8
6599,8
6600,8
6601,8
6602,8
6603,8
6604,8
6605,8
6606,8
6607,8
6608,8
6609,8
6610,8
6611,8
6612,8
6613,8
6614,8
6615,8
6616,8
6617,8
6618,8
6619,8
6620,9
6621,9
6622,9
6623,9
6624,9
6625,9
6626,9
6627,8
6628,8
6629,8
6630,8
6631,8
6632,8
6633,8
6634,8
6635,8
6636,8
6637,8
6638,8
6639,8
6640,8
6641,9
6642,9
6643,4
6644,4
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0
6654,0
6655,0
6656,0
6657,0
6658,0
6659,0
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,1
6685,0
6686,0
6687,0
6688,1
6689,1
6690,1
6691,1
6692,1
6693,1
6694,1
6695,1
6696,1
6697,1
6698,1
6699,1
6700,1
6701,1
6702,1
6703,1
6704,1
6705,1
6706,1
6707,1
6708,1
6709,1
6710,1
6711,1
6712,1
6713,1
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,0
6733,0
6734,0
6735,0
6736,0
6737,0
6738,0
6739,0
6740,0
6741,0
6742,0
6743,1
6744,1
6745,1
6746,1
6747,1
6748,1
6749,1
6750,1
6751,1
6752,1
6753,1
6754,1
6755,1
6756,1
6757,1
6758,1
6759,1
6760,1
6761,1
6762,1
6763,1
6764,2
6765,2
6766,2
6767,2
6768,2
6769,2
6770,2
6771,2
6772,2
6773,2
6774,2
6775,2
6776,2
6777,2
6778,2
6779,2
6780,2
6781,2
6782,2
6783,2
6784,2
6785,2
6786,2
6787,2
6788,2
6789,2
6790,2
6791,2
6792,2
6793,2
6794,2
6795,2
6796,2
6797,2
6798,2
6799,2
6800,2
6801,0
6802,0
6803,0
6804,0
6805,0
6806,0
6807,0
6808,0
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,1
6820,1
6821,1
6822,1
6823,1
6824,1
6825,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,1
6833,1
6834,1
6835,1
6836,1
6837,1
6838,1
6839,1
6840,1
6841,2
6842,2
6843,2
6844,2
6845,2
6846,2
6847,2
6848,2
6849,2
6850,2
6851,2
6852,2
6853,2
6854,2
6855,2
6856,2
6857,2
6858,3
6859,3
6860,3
6861,3
6862,3
6863,3
6864,3
6865,3
6866,3
6867,3
6868,3
6869,3
6870,3
6871,3
6872,3
6873,3
6874,3
6875,3
6876,3
6877,3
6878,3
6879,3
6880,3
6881,3
6882,3
6883,3
6884,1
6885,1
6886,1
6887,1
6888,1
6889,1
6890,1
6891,1
6892,1
6893,1
6894,1
6895,2
6896,2
6897,2
6898,2
6899,2
6900,2
6901,2
6902,2
6903,2
6904,2
6905,2
6906,2
6907,2
6908,2
6909,2
6910,3
6911,3
6912,3
6913,3
6914,3
6915,3
6916,3
6917,3
6918,3
6919,3
6920,3
6921,3
6922,3
6923,3
6924,3
6925,3
6926,3
6927,3
6928,3
6929,3
6930,3
6931,3
6932,3
6933,3
6934,4
6935,4
6936,4
6937,4
6938,4
6939,4
6940,4
6941,4
6942,4
6943,4
6944,4
6945,4
6946,4
6947,4
6948,4
6949,4
6950,4
6951,6
6952,8
6953,10
6954,12
6955,13
6956,13
6957,14
6958,15
6959,16
6960,16
6961,16
6962,16
6963,16
6964,16
6965,16
6966,16
6967,16
6968,16
6969,16
6970,16
6971,15
6972,15
6973,15
6974,14
6975,14
6976,14
6977,14
6978,13
6979,13
6980,7
6981,7
6982,8
6983,10
6984,11
6985,11
6986,12
6987,13
6988,13
6989,14
6990,14
6991,15
6992,15
6993,15
6994,14
6995,14
6996,13
6997,13
6998,13
6999,12
7000,12
7001,12
7002,12
7003,12
7004,12
7005,12
7006,13
7007,13
7008,13
7009,13
7010,14
7011,14
7012,14
7013,15
7014,15
7015,16
7016,16
7017,16
7018,16
7019,16
7020,16
7021,16
7022,16
7023,16
7024,16
7025,17
7026,17
7027,18
7028,18
7029,19
7030,19
7031,20
7032,20
7033,21
7034,20
7035,20
7036,20
7037,20
7038,19
7039,19
7040,19
7041,19
7042,19
7043,18
7044,18
7045,18
7046,18
7047,17
7048,17
7049,17
7050,17
7051,16
7052,16
7053,16
7054,15
7055,15
7056,11
7057,12
7058,13
7059,14
7060,15
7061,16
7062,17
7063,18
7064,19
7065,19
7066,20
7067,21
7068,21
7069,22
7070,21
7071,21
7072,21
7073,21
7074,21
7075,21
7076,21
7077,21
7078,21
7079,21
7080,21
7081,21
7082,22
7083,22
7084,23
7085,23
7086,23
7087,24
7088,24
7089,24
7090,25
7091,25
7092,26
7093,26
7094,26
7095,26
7096,26
7097,26
7098,27
7099,27
7100,27
7101,28
7102,28
7103,28
7104,29
7105,30
7106,31
7107,32
7108,33
7109,33
7110,33
7111,32
7112,32
7113,32
7114,32
7115,32
7116,32
7117,32
7118,31
7119,31
7120,30
7121,30
7122,30
7123,30
7124,29
7125,29
7126,29
7127,28
7128,28
7129,27
7130,27
7131,26
7132,26
7133,26
7134,25
7135,25
7136,24
7137,24
7138,23
7139,23
7140,22
7141,4
7142,4
7143,4
7144,4
7145,5
7146,5
7147,5
7148,5
7149,5
7150,5
7151,6
7152,6
7153,6
7154,6
7155,6
7156,7
7157,7
7158,7
7159,8
7160,8
7161,8
7162,8
7163,8
7164,9
7165,9
7166,9
7167,10
7168,10
7169,11
7170,12
7171,12
7172,12
7173,13
7174,13
7175,13
7176,14
7177,14
7178,14
7179,14
7180,14
7181,14
7182,15
7183,15
7184,15
7185,16
7186,16
7187,16
7188,16
7189,17
7190,17
7191,17
7192,17
7193,17
7194,18
7195,18
7196,18
7197,18
7198,18
7199,18
7200,18
7201,19
7202,19
7203,19
7204,19
7205,20
7206,20
7207,21
7208,21
7209,21
7210,22
7211,22
7212,21
7213,22
7214,22
7215,22
7216,22
7217,22
7218,22
7219,21
7220,21
7221,21
7222,21
7223,21
7224,21
7225,20
7226,20
7227,20
7228,20
7229,19
7230,19
7231,3
7232,3
7233,3
7234,3
7235,4
7236,4
7237,5
7238,5
7239,6
7240,6
7241,7
7242,8
7243,9
7244,10
7245,11
7246,12
7247,13
7248,13
7249,14
7250,15
7251,16
7252,17
7253,18
7254,18
7255,19
7256,20
7257,21
7258,22
7259,22
7260,23
7261,24
7262,24
7263,23
7264,24
7265,24
7266,23
7267,23
7268,23
7269,22
7270,23
7271,23
7272,23
7273,23
7274,23
7275,23
7276,24
7277,24
7278,24
7279,24
7280,25
7281,25
7282,25
7283,26
7284,26
7285,27
7286,27
7287,27
7288,27
7289,27
7290,27
7291,28
7292,28
7293,28
7294,29
7295,29
7296,29
7297,30
7298,31
7299,32
7300,32
7301,33
7302,34
7303,34
7304,33
7305,33
7306,33
7307,33
7308,32
7309,32
7310,32
7311,31
7312,31
7313,30
7314,30
7315,30
7316,29
7317,29
7318,29
7319,28
7320,28
7321,27
7322,27
7323,26
7324,26
7325,25
7326,25
7327,24
7328,24
7329,24
7330,23
7331,23
7332,7
7333,7
7334,8
7335,9
7336,10
7337,11
7338,12
7339,13
7340,14
7341,15
7342,17
7343,17
7344,18
7345,19
7346,19
7347,20
7348,21
7349,22
7350,23
7351,23
7352,23
7353,24
7354,25
7355,25
7356,25
7357,25
7358,25
7359,24
7360,24
7361,24
7362,23
7363,23
7364,23
7365,23
7366,23
7367,24
7368,24
7369,24
7370,24
7371,24
7372,25
7373,25
7374,25
7375,26
7376,26
7377,26
7378,27
7379,27
7380,27
7381,27
7382,27
7383,27
7384,27
7385,28
7386,28
7387,28
7388,29
7389,29
7390,30
7391,31
7392,32
7393,32
7394,33
7395,33
7396,33
7397,33
7398,33
7399,33
7400,33
7401,32
7402,32
7403,32
7404,32
7405,31
7406,31
7407,30
7408,30
7409,30
7410,30
7411,29
7412,29
7413,29
7414,28
7415,28
7416,27
7417,27
7418,26
7419,26
7420,25
7421,25
7422,24
7423,24
7424,24
7425,23
7426,23
7427,22
7428,5
7429,5
7430,5
7431,5
7432,6
7433,6
7434,6
7435,6
7436,6
7437,7
7438,7
7439,7
7440,7
7441,7
7442,7
7443,8
7444,8
7445,9
7446,9
7447,9
7448,9
7449,9
7450,9
7451,9
7452,9
7453,10
7454,10
7455,11
7456,12
7457,13
7458,13
7459,13
7460,14
7461,14
7462,14
7463,14
7464,14
7465,14
7466,14
7467,14
7468,15
7469,15
7470,14
7471,14
7472,14
7473,14
7474,14
7475,14
7476,14
7477,14
7478,14
7479,14
7480,15
7481,15
7482,15
7483,15
7484,15
7485,15
7486,16
7487,16
7488,16
7489,16
7490,17
7491,17
7492,17
7493,18
7494,18
7495,20
7496,20
7497,20
7498,19
7499,19
7500,19
7501,19
7502,19
7503,20
7504,20
7505,20
7506,19
7507,19
7508,18
7509,18
7510,18
7511,17
7512,17
7513,17
7514,16
7515,16
7516,16
7517,16
7518,16
7519,16
7520,9
7521,9
7522,9
7523,10
7524,10
7525,10
7526,10
7527,10
7528,10
7529,10
7530,10
7531,10
7532,11
7533,11
7534,11
7535,11
7536,11
7537,11
7538,11
7539,11
7540,11
7541,12
7542,12
7543,12
7544,12
7545,12
7546,12
7547,12
7548,13
7549,13
7550,13
7551,13
7552,14
7553,14
7554,14
7555,14
7556,14
7557,14
7558,14
7559,14
7560,13
7561,13
7562,13
7563,13
7564,13
7565,13
7566,13
7567,13
7568,13
7569,13
7570,13
7571,13
7572,13
7573,13
7574,13
7575,13
7576,12
7577,12
7578,12
7579,12
7580,12
7581,12
7582,12
7583,12
7584,12
7585,19
7586,18
7587,19
7588,19
7589,20
7590,20
7591,21
7592,21
7593,21
7594,22
7595,21
7596,21
7597,22
7598,21
7599,21
7600,20
7601,20
7602,20
7603,19
7604,19
7605,19
7606,19
7607,18
7608,18
7609,18
7610,18
7611,18
7612,17
7613,17
7614,17
7615,17
7616,16
7617,16
7618,16
7619,16
7620,15
7621,15
7622,15
7623,15
7624,14
7625,11
7626,11
7627,11
7628,10
7629,10
7630,10
7631,10
7632,10
7633,10
7634,10
7635,10
7636,10
7637,10
7638,10
7639,10
7640,10
7641,10
7642,10
7643,10
7644,10
7645,10
7646,10
7647,10
7648,10
7649,10
7650,10
7651,10
7652,10
7653,10
7654,10
7655,9
7656,9
7657,9
7658,9
7659,9
7660,9
7661,9
7662,9
7663,9
7664,3
7665,3
7666,3
7667,3
7668,4
7669,4
7670,4
7671,5
7672,5
7673,5
7674,5
7675,5
7676,6
7677,7
7678,7
7679,8
7680,10
7681,11
7682,11
7683,12
7684,13
7685,14
7686,13
7687,14
7688,14
7689,14
7690,14
7691,15
7692,15
7693,15
7694,15
7695,15
7696,15
7697,15
7698,15
7699,15
7700,16
7701,16
7702,16
7703,16
7704,16
7705,17
7706,17
7707,17
7708,17
7709,18
7710,18
7711,18
7712,19
7713,19
7714,19
7715,20
7716,20
7717,20
7718,20
7719,20
7720,21
7721,21
7722,21
7723,22
7724,22
7725,23
7726,24
7727,25
7728,26
7729,27
7730,27
7731,27
7732,28
7733,28
7734,27
7735,27
7736,27
7737,27
7738,26
7739,26
7740,26
7741,26
7742,26
7743,25
7744,25
7745,25
7746,24
7747,24
7748,24
7749,24
7750,23
7751,23
7752,23
7753,22
7754,22
7755,21
7756,21
7757,20
7758,20
7759,20
7760,20
7761,19
7762,19
7763,19
7764,18
7765,18
7766,17
7767,17
7768,7
7769,7
7770,9
7771,10
7772,11
7773,12
7774,13
7775,14
7776,15
7777,15
7778,16
7779,17
7780,17
7781,18
7782,19
7783,19
7784,20
7785,20
7786,20
7787,21
7788,22
7789,22
7790,22
7791,23
7792,23
7793,22
7794,21
7795,21
7796,20
7797,20
7798,20
7799,20
7800,20
7801,20
7802,20
7803,20
7804,20
7805,20
7806,20
7807,20
7808,20
7809,21
7810,21
7811,22
7812,22
7813,22
7814,22
7815,22
7816,22
7817,22
7818,22
7819,23
7820,23
7821,23
7822,24
7823,25
7824,26
7825,26
7826,26
7827,25
7828,25
7829,25
7830,25
7831,24
7832,24
7833,24
7834,24
7835,23
7836,23
7837,23
7838,23
7839,22
7840,22
7841,21
7842,21
7843,20
7844,20
7845,20
7846,19
7847,19
7848,19
7849,19
7850,19
7851,19
7852,19
7853,19
7854,18
7855,18
7856,18
7857,17
7858,4
7859,4
7860,5
7861,5
7862,5
7863,5
7864,6
7865,6
7866,6
7867,6
7868,7
7869,7
7870,7
7871,7
7872,8
7873,8
7874,9
7875,11
7876,11
7877,12
7878,13
7879,14
7880,14
7881,15
7882,15
7883,16
7884,17
7885,17
7886,17
7887,18
7888,19
7889,19
7890,19
7891,19
7892,19
7893,19
7894,18
7895,18
7896,18
7897,18
7898,18
7899,18
7900,18
7901,18
7902,19
7903,19
7904,19
7905,19
7906,19
7907,20
7908,20
7909,20
7910,20
7911,21
7912,21
7913,21
7914,22
7915,22
7916,22
7917,22
7918,23
7919,23
7920,24
7921,24
7922,25
7923,26
7924,27
7925,28
7926,29
7927,29
7928,30
7929,30
7930,30
7931,29
7932,28
7933,28
7934,28
7935,27
7936,27
7937,27
7938,27
7939,27
7940,27
7941,27
7942,27
7943,27
7944,27
7945,27
7946,27
7947,26
7948,26
7949,26
7950,25
7951,25
7952,25
7953,24
7954,24
7955,23
7956,23
7957,23
7958,22
7959,22
7960,21
7961,29
7962,29
7963,30
7964,29
7965,30
7966,30
7967,30
7968,30
7969,30
7970,30
7971,30
7972,29
7973,29
7974,29
7975,29
7976,29
7977,28
7978,28
7979,28
7980,28
7981,27
7982,27
7983,27
7984,27
7985,26
7986,26
7987,25
7988,25
7989,25
7990,24
7991,24
7992,24
7993,23
7994,23
7995,22
7996,22
7997,22
7998,21
7999,21
8000,20
8001,20
8002,18
8003,18
8004,18
8005,19
8006,20
8007,20
8008,21
8009,21
8010,21
8011,21
8012,21
8013,21
8014,21
8015,21
8016,21
8017,21
8018,21
8019,21
8020,21
8021,21
8022,21
8023,21
8024,21
8025,21
8026,21
8027,22
8028,22
8029,22
8030,23
8031,23
8032,23
8033,23
8034,23
8035,23
8036,23
8037,23
8038,23
8039,24
8040,24
8041,24
8042,24
8043,24
8044,24
8045,24
8046,24
8047,25
8048,25
8049,24
8050,24
8051,24
8052,23
8053,23
8054,23
8055,23
8056,23
8057,23
8058,23
8059,23
8060,23
8061,23
8062,23
8063,23
8064,22
8065,22
8066,22
8067,21
8068,21
8069,21
8070,21
8071,21
8072,21
8073,20
8074,20
8075,20
8076,20
8077,19
8078,19
8079,19
8080,8
8081,8
8082,8
8083,8
8084,9
8085,9
8086,9
8087,9
8088,9
8089,9
8090,9
8091,9
8092,10
8093,10
8094,10
8095,10
8096,10
8097,10
8098,10
8099,10
8100,10
8101,10
8102,11
8103,11
8104,11
8105,11
8106,11
8107,11
8108,11
8109,11
8110,11
8111,11
8112,11
8113,11
8114,12
8115,12
8116,12
8117,12
8118,12
8119,12
8120,12
8121,12
8122,12
8123,12
8124,12
8125,12
8126,12
8127,12
8128,12
8129,12
8130,12
8131,12
8132,12
8133,12
8134,12
8135,12
8136,12
8137,13
8138,13
8139,12
8140,12
8141,12
8142,12
8143,12
8144,12
8145,12
8146,12
8147,12
8148,12
8149,12
8150,12
8151,12
8152,12
8153,12
8154,12
8155,12
8156,12
8157,12
8158,12
8159,12
8160,12
8161,12
8162,12
8163,12
8164,12
8165,12
8166,12
8167,12
8168,12
8169,12
8170,12
8171,12
8172,12
8173,12
8174,11
8175,11
8176,11
8177,11
8178,11
8179,11
8180,11
8181,11
8182,11
8183,5
8184,5
8185,5
8186,6
8187,6
8188,7
8189,7
8190,8
8191,8
8192,9
8193,9
8194,10
8195,11
8196,12
8197,13
8198,15
8199,16
8200,18
8201,19
8202,20
8203,21
8204,22
8205,23
8206,24
8207,24
8208,24
8209,25
8210,26
8211,26
8212,27
8213,27
8214,27
8215,27
8216,26
8217,26
8218,26
8219,25
8220,25
8221,25
8222,25
8223,25
8224,25
8225,25
8226,25
8227,25
8228,25
8229,26
8230,26
8231,26
8232,26
8233,27
8234,27
8235,27
8236,27
8237,27
8238,28
8239,28
8240,28
8241,29
8242,29
8243,30
8244,31
8245,31
8246,33
8247,34
8248,34
8249,34
8250,35
8251,35
8252,35
8253,34
8254,34
8255,34
8256,34
8257,33
8258,33
8259,33
8260,33
8261,32
8262,32
8263,32
8264,31
8265,31
8266,31
8267,30
8268,30
8269,30
8270,29
8271,29
8272,28
8273,28
8274,27
8275,27
8276,26
8277,26
8278,26
8279,25
8280,25
8281,24
8282,24
8283,23
8284,23
8285,22
8286,22
8287,21
8288,8
8289,8
8290,9
8291,10
8292,11
8293,12
8294,13
8295,14
8296,14
8297,15
8298,16
8299,17
8300,18
8301,19
8302,20
8303,20
8304,21
8305,21
8306,22
8307,22
8308,23
8309,24
8310,24
8311,24
8312,25
8313,26
8314,26
8315,27
8316,27
8317,27
8318,26
8319,25
8320,25
8321,25
8322,24
8323,24
8324,23
8325,23
8326,23
8327,23
8328,23
8329,23
8330,24
8331,24
8332,24
8333,24
8334,24
8335,25
8336,25
8337,25
8338,25
8339,25
8340,26
8341,26
8342,26
8343,27
8344,27
8345,28
8346,28
8347,30
8348,30
8349,31
8350,32
8351,33
8352,33
8353,33
8354,34
8355,34
8356,33
8357,32
8358,32
8359,32
8360,31
8361,31
8362,31
8363,31
8364,30
8365,30
8366,29
8367,29
8368,28
8369,28
8370,27
8371,27
8372,26
8373,26
8374,26
8375,25
8376,25
8377,24
8378,24
8379,24
8380,23
8381,23
8382,22
8383,22
8384,21
8385,21
8386,20
8387,20
8388,19
8389,19
8390,18
8391,17
8392,17
8393,16
8394,6
8395,6
8396,7
8397,7
8398,8
8399,8
8400,9
8401,11
8402,12
8403,13
8404,14
8405,15
8406,16
8407,17
8408,19
8409,19
8410,20
8411,21
8412,22
8413,23
8414,24
8415,24
8416,25
8417,26
8418,26
8419,26
8420,27
8421,28
8422,28
8423,29
8424,30
8425,29
8426,29
8427,28
8428,28
8429,28
8430,27
8431,27
8432,27
8433,27
8434,27
8435,27
8436,27
8437,27
8438,27
8439,27
8440,28
8441,28
8442,28
8443,28
8444,29
8445,29
8446,29
8447,29
8448,30
8449,30
8450,30
8451,30
8452,31
8453,32
8454,32
8455,33
8456,33
8457,34
8458,35
8459,35
8460,35
8461,36
8462,36
8463,35
8464,35
8465,34
8466,35
8467,35
8468,34
8469,34
8470,33
8471,33
8472,32
8473,31
8474,31
8475,30
8476,30
8477,29
8478,29
8479,29
8480,28
8481,28
8482,28
8483,27
8484,26
8485,26
8486,25
8487,25
8488,25
8489,25
8490,25
8491,24
8492,23
8493,23
8494,22
8495,21
8496,7
8497,7
8498,7
8499,8
8500,8
8501,9
8502,9
8503,10
8504,10
8505,11
8506,11
8507,11
8508,11
8509,12
8510,12
8511,12
8512,13
8513,13
8514,13
8515,13
8516,14
8517,15
8518,17
8519,17
8520,17
8521,17
8522,18
8523,17
8524,17
8525,18
8526,18
8527,19
8528,19
8529,19
8530,19
8531,20
8532,20
8533,20
8534,20
8535,20
8536,20
8537,19
8538,19
8539,19
8540,19
8541,19
8542,20
8543,20
8544,20
8545,20
8546,19
8547,20
8548,20
8549,20
8550,20
8551,21
8552,21
8553,22
8554,23
8555,24
8556,24
8557,25
8558,25
8559,26
8560,28
8561,28
8562,29
8563,30
8564,31
8565,31
8566,32
8567,32
8568,32
8569,32
8570,32
8571,32
8572,32
8573,32
8574,32
8575,31
8576,31
8577,31
8578,30
8579,29
8580,29
8581,29
8582,28
8583,28
8584,28
8585,27
8586,27
8587,27
8588,26
8589,26
8590,25
8591,25
8592,25
8593,24
8594,24
8595,24
8596,24
